nrens=   100 nrwells=     5 nrdata=     3 nx=    36
   7   2   3   2  -0.114954E+01
   8   2   3   2  -0.175662E+01
   9   2   3   2  -0.231046E+01
  10   2   3   2  -0.278669E+01
  11   2   3   2  -0.316504E+01
  12   2   3   2  -0.343073E+01
  13   2   3   2  -0.357565E+01
  14   2   3   2  -0.359919E+01
  15   2   3   2  -0.350842E+01
  16   2   3   2  -0.331760E+01
  17   2   3   2  -0.304677E+01
  18   2   3   2  -0.271968E+01
  19   2   3   2  -0.236135E+01
  20   2   3   2  -0.199544E+01
  21   2   3   2  -0.164204E+01
  22   2   3   2  -0.131602E+01
  23   2   3   2  -0.102625E+01
  24   2   3   2  -0.775635E+00
  25   2   3   2  -0.561883E+00
  26   2   3   2  -0.378823E+00
  27   2   3   2  -0.217994E+00
  28   2   3   2  -0.703644E-01
  29   2   3   2   0.720525E-01
  30   2   3   2   0.214864E+00
  31   2   3   2   0.360451E+00
  32   2   3   2   0.535375E+00
  33   2   3   2   0.543491E+01
  34   2   3   2   0.132316E+02
  35   2   3   2   0.232964E+02
  36   2   3   2   0.708905E+02
   1   3   3   2   0.544735E+06
   2   3   3   2   0.573818E+06
   3   3   3   2   0.578613E+06
   4   3   3   2   0.584373E+06
   5   3   3   2   0.568116E+06
   6   3   3   2   0.571471E+06
   7   3   3   2   0.555390E+06
   8   3   3   2   0.526402E+06
   9   3   3   2   0.484331E+06
  10   3   3   2   0.415173E+06
  11   3   3   2   0.352385E+06
  12   3   3   2   0.297983E+06
  13   3   3   2   0.276439E+06
  14   3   3   2   0.257592E+06
  15   3   3   2   0.247615E+06
  16   3   3   2   0.258882E+06
  17   3   3   2   0.247117E+06
  18   3   3   2   0.276287E+06
  19   3   3   2   0.295274E+06
  20   3   3   2   0.305931E+06
  21   3   3   2   0.298627E+06
  22   3   3   2   0.273487E+06
  23   3   3   2   0.240485E+06
  24   3   3   2   0.177038E+06
  25   3   3   2   0.122148E+06
  26   3   3   2   0.658716E+05
  27   3   3   2   0.179944E+05
  28   3   3   2  -0.266104E+05
  29   3   3   2  -0.727182E+05
  30   3   3   2  -0.120136E+06
  31   3   3   2  -0.159630E+06
  32   3   3   2  -0.192695E+06
  33   3   3   2  -0.218734E+06
  34   3   3   2  -0.240214E+06
  35   3   3   2  -0.300296E+06
  36   3   3   2  -0.281237E+06
   1   1   4   2   0.000000E+00
   2   1   4   2   0.000000E+00
   3   1   4   2   0.000000E+00
   4   1   4   2   0.000000E+00
   5   1   4   2   0.000000E+00
   6   1   4   2  -0.000000E+00
   7   1   4   2  -0.000000E+00
   8   1   4   2  -0.000000E+00
   9   1   4   2  -0.000000E+00
  10   1   4   2  -0.000000E+00
  11   1   4   2  -0.000000E+00
  12   1   4   2  -0.000000E+00
  13   1   4   2  -0.921652E+03
  14   1   4   2  -0.104026E+04
  15   1   4   2  -0.117350E+04
  16   1   4   2  -0.125327E+04
  17   1   4   2  -0.117830E+04
  18   1   4   2  -0.107318E+04
  19   1   4   2  -0.970178E+03
  20   1   4   2  -0.865497E+03
  21   1   4   2  -0.754590E+03
  22   1   4   2  -0.628426E+03
  23   1   4   2  -0.477201E+03
  24   1   4   2  -0.355959E+03
  25   1   4   2  -0.235245E+03
  26   1   4   2  -0.126246E+03
  27   1   4   2  -0.307376E+02
  28   1   4   2   0.523014E+02
  29   1   4   2   0.123590E+03
  30   1   4   2   0.177027E+03
  31   1   4   2   0.222309E+03
  32   1   4   2   0.252693E+03
  33   1   4   2   0.273287E+03
  34   1   4   2   0.275993E+03
  35   1   4   2   0.273582E+03
  36   1   4   2   0.259484E+03
   1   2   4   2   0.000000E+00
   2   2   4   2   0.000000E+00
   3   2   4   2   0.000000E+00
   4   2   4   2   0.000000E+00
   5   2   4   2   0.000000E+00
   6   2   4   2   0.000000E+00
   7   2   4   2   0.000000E+00
   8   2   4   2   0.000000E+00
   9   2   4   2   0.000000E+00
  10   2   4   2   0.000000E+00
  11   2   4   2   0.000000E+00
  12   2   4   2   0.000000E+00
  13   2   4   2   0.189901E+01
  14   2   4   2   0.184488E+01
  15   2   4   2   0.205312E+01
  16   2   4   2   0.100363E+02
  17   2   4   2   0.778238E+02
  18   2   4   2   0.133670E+03
  19   2   4   2   0.159999E+03
  20   2   4   2   0.147028E+03
  21   2   4   2   0.101584E+03
  22   2   4   2   0.134549E+02
  23   2   4   2  -0.116053E+03
  24   2   4   2  -0.276461E+03
  25   2   4   2  -0.459448E+03
  26   2   4   2  -0.651617E+03
  27   2   4   2  -0.906059E+03
  28   2   4   2  -0.112518E+04
  29   2   4   2  -0.126837E+04
  30   2   4   2  -0.142697E+04
  31   2   4   2  -0.150497E+04
  32   2   4   2  -0.162911E+04
  33   2   4   2  -0.170031E+04
  34   2   4   2  -0.166263E+04
  35   2   4   2  -0.154339E+04
  36   2   4   2  -0.133385E+04
   1   3   4   2  -0.000000E+00
   2   3   4   2  -0.000000E+00
   3   3   4   2   0.000000E+00
   4   3   4   2   0.000000E+00
   5   3   4   2   0.000000E+00
   6   3   4   2   0.000000E+00
   7   3   4   2   0.000000E+00
   8   3   4   2   0.000000E+00
   9   3   4   2   0.000000E+00
  10   3   4   2   0.000000E+00
  11   3   4   2   0.000000E+00
  12   3   4   2   0.000000E+00
  13   3   4   2   0.220576E+06
  14   3   4   2   0.228856E+06
  15   3   4   2   0.246427E+06
  16   3   4   2   0.261228E+06
  17   3   4   2   0.257156E+06
  18   3   4   2   0.252555E+06
  19   3   4   2   0.242987E+06
  20   3   4   2   0.230517E+06
  21   3   4   2   0.218136E+06
  22   3   4   2   0.207164E+06
  23   3   4   2   0.188290E+06
  24   3   4   2   0.183594E+06
  25   3   4   2   0.168932E+06
  26   3   4   2   0.157979E+06
  27   3   4   2   0.144907E+06
  28   3   4   2   0.140991E+06
  29   3   4   2   0.130835E+06
  30   3   4   2   0.118011E+06
  31   3   4   2   0.111680E+06
  32   3   4   2   0.960319E+05
  33   3   4   2   0.802788E+05
  34   3   4   2   0.604202E+05
  35   3   4   2   0.371920E+05
  36   3   4   2   0.114207E+05
   1   1   5   2  -0.000000E+00
   2   1   5   2   0.000000E+00
   3   1   5   2   0.000000E+00
   4   1   5   2   0.000000E+00
   5   1   5   2   0.000000E+00
   6   1   5   2   0.000000E+00
   7   1   5   2   0.000000E+00
   8   1   5   2   0.000000E+00
   9   1   5   2   0.000000E+00
  10   1   5   2   0.000000E+00
  11   1   5   2   0.000000E+00
  12   1   5   2   0.000000E+00
  13   1   5   2   0.531042E+03
  14   1   5   2   0.213687E+03
  15   1   5   2   0.150408E+03
  16   1   5   2   0.134153E+03
  17   1   5   2   0.143932E+03
  18   1   5   2   0.135491E+03
  19   1   5   2   0.165645E+03
  20   1   5   2   0.132595E+03
  21   1   5   2   0.130539E+03
  22   1   5   2   0.122743E+03
  23   1   5   2   0.161289E+03
  24   1   5   2   0.189201E+03
  25   1   5   2   0.207378E+03
  26   1   5   2   0.216412E+03
  27   1   5   2   0.249014E+03
  28   1   5   2   0.255986E+03
  29   1   5   2   0.248656E+03
  30   1   5   2   0.252199E+03
  31   1   5   2   0.200566E+03
  32   1   5   2   0.135242E+03
  33   1   5   2   0.619713E+02
  34   1   5   2  -0.375313E+02
  35   1   5   2  -0.139190E+03
  36   1   5   2  -0.252951E+03
   1   2   5   2   0.000000E+00
   2   2   5   2  -0.000000E+00
   3   2   5   2  -0.000000E+00
   4   2   5   2  -0.000000E+00
   5   2   5   2  -0.000000E+00
   6   2   5   2  -0.000000E+00
   7   2   5   2  -0.000000E+00
   8   2   5   2  -0.000000E+00
   9   2   5   2  -0.000000E+00
  10   2   5   2  -0.000000E+00
  11   2   5   2  -0.000000E+00
  12   2   5   2  -0.000000E+00
  13   2   5   2  -0.161965E+01
  14   2   5   2  -0.162654E+01
  15   2   5   2  -0.163724E+01
  16   2   5   2  -0.164998E+01
  17   2   5   2  -0.166253E+01
  18   2   5   2  -0.167289E+01
  19   2   5   2  -0.167966E+01
  20   2   5   2  -0.168224E+01
  21   2   5   2  -0.168070E+01
  22   2   5   2  -0.167546E+01
  23   2   5   2  -0.166683E+01
  24   2   5   2  -0.165442E+01
  25   2   5   2  -0.163672E+01
  26   2   5   2  -0.161077E+01
  27   2   5   2  -0.157202E+01
  28   2   5   2  -0.151456E+01
  29   2   5   2  -0.143151E+01
  30   2   5   2  -0.131573E+01
  31   2   5   2  -0.116065E+01
  32   2   5   2  -0.961132E+00
  33   2   5   2  -0.714201E+00
  34   2   5   2  -0.419532E+00
  35   2   5   2  -0.795408E-01
  36   2   5   2   0.342920E+00
   1   3   5   2  -0.000000E+00
   2   3   5   2  -0.000000E+00
   3   3   5   2  -0.000000E+00
   4   3   5   2   0.000000E+00
   5   3   5   2   0.000000E+00
   6   3   5   2   0.000000E+00
   7   3   5   2   0.000000E+00
   8   3   5   2   0.000000E+00
   9   3   5   2   0.000000E+00
  10   3   5   2   0.000000E+00
  11   3   5   2   0.000000E+00
  12   3   5   2   0.000000E+00
  13   3   5   2   0.687696E+06
  14   3   5   2   0.626172E+06
  15   3   5   2   0.586573E+06
  16   3   5   2   0.521372E+06
  17   3   5   2   0.479188E+06
  18   3   5   2   0.432546E+06
  19   3   5   2   0.380820E+06
  20   3   5   2   0.337692E+06
  21   3   5   2   0.276204E+06
  22   3   5   2   0.168504E+06
  23   3   5   2   0.118952E+06
  24   3   5   2   0.982669E+05
  25   3   5   2   0.840222E+05
  26   3   5   2   0.668033E+05
  27   3   5   2   0.586369E+05
  28   3   5   2   0.485675E+05
  29   3   5   2   0.405955E+05
  30   3   5   2   0.296892E+05
  31   3   5   2   0.173421E+05
  32   3   5   2   0.802652E+04
  33   3   5   2  -0.260654E+04
  34   3   5   2  -0.128494E+05
  35   3   5   2  -0.253145E+05
  36   3   5   2  -0.349061E+05
   1   1   1   3  -0.856978E+03
   2   1   1   3  -0.638498E+03
   3   1   1   3  -0.391865E+03
   4   1   1   3  -0.130784E+03
   5   1   1   3   0.135539E+03
   6   1   1   3   0.319190E+03
   7   1   1   3   0.402743E+03
   8   1   1   3   0.553529E+03
   9   1   1   3   0.824900E+03
  10   1   1   3   0.109617E+04
  11   1   1   3   0.124309E+04
  12   1   1   3   0.126540E+04
  13   1   1   3   0.124403E+04
  14   1   1   3   0.122416E+04
  15   1   1   3   0.113937E+04
  16   1   1   3   0.105489E+04
  17   1   1   3   0.952052E+03
  18   1   1   3   0.850665E+03
  19   1   1   3   0.736724E+03
  20   1   1   3   0.639905E+03
  21   1   1   3   0.550441E+03
  22   1   1   3   0.473365E+03
  23   1   1   3   0.416700E+03
  24   1   1   3   0.374725E+03
  25   1   1   3   0.320669E+03
  26   1   1   3   0.278809E+03
  27   1   1   3   0.240864E+03
  28   1   1   3   0.211102E+03
  29   1   1   3   0.184213E+03
  30   1   1   3   0.155853E+03
  31   1   1   3   0.123637E+03
  32   1   1   3   0.920277E+02
  33   1   1   3   0.615681E+02
  34   1   1   3   0.226475E+02
  35   1   1   3  -0.128644E+02
  36   1   1   3  -0.398182E+02
   1   2   1   3   0.325471E+01
   2   2   1   3   0.317341E+01
   3   2   1   3   0.301669E+01
   4   2   1   3   0.280326E+01
   5   2   1   3   0.255361E+01
   6   2   1   3   0.228774E+01
   7   2   1   3   0.202291E+01
   8   2   1   3   0.177197E+01
   9   2   1   3   0.154249E+01
  10   2   1   3   0.133677E+01
  11   2   1   3   0.115268E+01
  12   2   1   3   0.985098E+00
  13   2   1   3   0.827593E+00
  14   2   1   3   0.674069E+00
  15   2   1   3   0.520106E+00
  16   2   1   3   0.367389E+00
  17   2   1   3   0.352213E+00
  18   2   1   3   0.164748E+00
  19   2   1   3  -0.684734E+00
  20   2   1   3  -0.296373E+01
  21   2   1   3  -0.774366E+01
  22   2   1   3  -0.163734E+02
  23   2   1   3  -0.314974E+02
  24   2   1   3  -0.574519E+02
  25   2   1   3  -0.108396E+03
  26   2   1   3  -0.182426E+03
  27   2   1   3  -0.289386E+03
  28   2   1   3  -0.411081E+03
  29   2   1   3  -0.548328E+03
  30   2   1   3  -0.714856E+03
  31   2   1   3  -0.905905E+03
  32   2   1   3  -0.112013E+04
  33   2   1   3  -0.129683E+04
  34   2   1   3  -0.157272E+04
  35   2   1   3  -0.178652E+04
  36   2   1   3  -0.203128E+04
   1   3   1   3  -0.704429E+06
   2   3   1   3  -0.716817E+06
   3   3   1   3  -0.723439E+06
   4   3   1   3  -0.735577E+06
   5   3   1   3  -0.802274E+06
   6   3   1   3  -0.849337E+06
   7   3   1   3  -0.730103E+06
   8   3   1   3  -0.625725E+06
   9   3   1   3  -0.497314E+06
  10   3   1   3  -0.381250E+06
  11   3   1   3  -0.217058E+06
  12   3   1   3  -0.100537E+06
  13   3   1   3   0.785077E+04
  14   3   1   3   0.108837E+06
  15   3   1   3   0.197851E+06
  16   3   1   3   0.275827E+06
  17   3   1   3   0.354604E+06
  18   3   1   3   0.411925E+06
  19   3   1   3   0.458038E+06
  20   3   1   3   0.504526E+06
  21   3   1   3   0.537986E+06
  22   3   1   3   0.561430E+06
  23   3   1   3   0.574183E+06
  24   3   1   3   0.579836E+06
  25   3   1   3   0.536376E+06
  26   3   1   3   0.451259E+06
  27   3   1   3   0.385357E+06
  28   3   1   3   0.327496E+06
  29   3   1   3   0.271559E+06
  30   3   1   3   0.221560E+06
  31   3   1   3   0.174087E+06
  32   3   1   3   0.137863E+06
  33   3   1   3   0.109953E+06
  34   3   1   3   0.753907E+05
  35   3   1   3   0.499482E+05
  36   3   1   3   0.293533E+05
   1   1   2   3  -0.112648E+04
   2   1   2   3  -0.111771E+04
   3   1   2   3  -0.113045E+04
   4   1   2   3  -0.112512E+04
   5   1   2   3  -0.112609E+04
   6   1   2   3  -0.109162E+04
   7   1   2   3  -0.101479E+04
   8   1   2   3  -0.962828E+03
   9   1   2   3  -0.852429E+03
  10   1   2   3  -0.743696E+03
  11   1   2   3  -0.626084E+03
  12   1   2   3  -0.501969E+03
  13   1   2   3  -0.385181E+03
  14   1   2   3  -0.272114E+03
  15   1   2   3  -0.144662E+03
  16   1   2   3  -0.191813E+02
  17   1   2   3   0.126120E+03
  18   1   2   3   0.271911E+03
  19   1   2   3   0.424384E+03
  20   1   2   3   0.554092E+03
  21   1   2   3   0.663554E+03
  22   1   2   3   0.751164E+03
  23   1   2   3   0.790558E+03
  24   1   2   3   0.746934E+03
  25   1   2   3   0.770509E+03
  26   1   2   3   0.670879E+03
  27   1   2   3   0.564175E+03
  28   1   2   3   0.484935E+03
  29   1   2   3   0.399182E+03
  30   1   2   3   0.332956E+03
  31   1   2   3   0.306804E+03
  32   1   2   3   0.253717E+03
  33   1   2   3   0.211075E+03
  34   1   2   3   0.193732E+03
  35   1   2   3   0.186574E+03
  36   1   2   3   0.195375E+03
   1   2   2   3   0.359505E+01
   2   2   2   3   0.358471E+01
   3   2   2   3   0.346899E+01
   4   2   2   3   0.324888E+01
   5   2   2   3   0.293264E+01
   6   2   2   3   0.253610E+01
   7   2   2   3   0.208178E+01
   8   2   2   3   0.159708E+01
   9   2   2   3   0.111165E+01
  10   2   2   3   0.654455E+00
  11   2   2   3   0.250924E+00
  12   2   2   3  -0.794821E-01
  13   2   2   3  -0.325085E+00
  14   2   2   3  -0.482986E+00
  15   2   2   3  -0.559112E+00
  16   2   2   3  -0.567252E+00
  17   2   2   3  -0.000000E+00
  18   2   2   3  -0.462312E+00
  19   2   2   3  -0.396642E+00
  20   2   2   3  -0.352404E+00
  21   2   2   3  -0.453172E+00
  22   2   2   3  -0.198205E+01
  23   2   2   3  -0.754172E+01
  24   2   2   3  -0.180509E+02
  25   2   2   3  -0.317673E+02
  26   2   2   3  -0.696267E+02
  27   2   2   3  -0.109685E+03
  28   2   2   3  -0.161659E+03
  29   2   2   3  -0.216958E+03
  30   2   2   3  -0.294115E+03
  31   2   2   3  -0.336858E+03
  32   2   2   3  -0.436980E+03
  33   2   2   3  -0.484845E+03
  34   2   2   3  -0.542754E+03
  35   2   2   3  -0.586919E+03
  36   2   2   3  -0.576725E+03
   1   3   2   3   0.559364E+06
   2   3   2   3   0.533630E+06
   3   3   2   3   0.519385E+06
   4   3   2   3   0.492032E+06
   5   3   2   3   0.469409E+06
   6   3   2   3   0.441593E+06
   7   3   2   3   0.392580E+06
   8   3   2   3   0.341941E+06
   9   3   2   3   0.293260E+06
  10   3   2   3   0.252067E+06
  11   3   2   3   0.211282E+06
  12   3   2   3   0.175232E+06
  13   3   2   3   0.145414E+06
  14   3   2   3   0.117964E+06
  15   3   2   3   0.103771E+06
  16   3   2   3   0.995450E+05
  17   3   2   3   0.103760E+06
  18   3   2   3   0.114481E+06
  19   3   2   3   0.130716E+06
  20   3   2   3   0.145332E+06
  21   3   2   3   0.149051E+06
  22   3   2   3   0.148440E+06
  23   3   2   3   0.131545E+06
  24   3   2   3   0.923749E+05
  25   3   2   3   0.552106E+05
  26   3   2   3   0.208655E+03
  27   3   2   3  -0.528555E+05
  28   3   2   3  -0.104827E+06
  29   3   2   3  -0.146942E+06
  30   3   2   3  -0.189328E+06
  31   3   2   3  -0.252321E+06
  32   3   2   3  -0.279083E+06
  33   3   2   3  -0.276775E+06
  34   3   2   3  -0.284266E+06
  35   3   2   3  -0.283901E+06
  36   3   2   3  -0.291237E+06
   1   1   3   3   0.136934E+04
   2   1   3   3   0.140950E+04
   3   1   3   3   0.140665E+04
   4   1   3   3   0.139372E+04
   5   1   3   3   0.133836E+04
   6   1   3   3   0.127713E+04
   7   1   3   3   0.115993E+04
   8   1   3   3   0.958621E+03
   9   1   3   3   0.780967E+03
  10   1   3   3   0.564234E+03
  11   1   3   3   0.385991E+03
  12   1   3   3   0.219316E+03
  13   1   3   3   0.610349E+02
  14   1   3   3  -0.939964E+02
  15   1   3   3  -0.212600E+03
  16   1   3   3  -0.277147E+03
  17   1   3   3  -0.274623E+03
  18   1   3   3  -0.307065E+03
  19   1   3   3  -0.331436E+03
  20   1   3   3  -0.386196E+03
  21   1   3   3  -0.430889E+03
  22   1   3   3  -0.441353E+03
  23   1   3   3  -0.424681E+03
  24   1   3   3  -0.421945E+03
  25   1   3   3  -0.413384E+03
  26   1   3   3  -0.390885E+03
  27   1   3   3  -0.354359E+03
  28   1   3   3  -0.348264E+03
  29   1   3   3  -0.348671E+03
  30   1   3   3  -0.382539E+03
  31   1   3   3  -0.408307E+03
  32   1   3   3  -0.439832E+03
  33   1   3   3  -0.483947E+03
  34   1   3   3  -0.530026E+03
  35   1   3   3  -0.621287E+03
  36   1   3   3  -0.574310E+03
   1   2   3   3  -0.256024E+01
   2   2   3   3  -0.218263E+01
   3   2   3   3  -0.170049E+01
   4   2   3   3  -0.112816E+01
   5   2   3   3  -0.488687E+00
   6   2   3   3   0.187963E+00
   7   2   3   3   0.867713E+00
   8   2   3   3   0.151575E+01
   9   2   3   3   0.209986E+01
  10   2   3   3   0.259325E+01
  11   2   3   3   0.297652E+01
  12   2   3   3   0.323883E+01
  13   2   3   3   0.337817E+01
  14   2   3   3   0.340079E+01
  15   2   3   3   0.331994E+01
  16   2   3   3   0.315395E+01
  17   2   3   3   0.292403E+01
  18   2   3   3   0.265201E+01
  19   2   3   3   0.235838E+01
  20   2   3   3   0.206080E+01
  21   2   3   3   0.177324E+01
  22   2   3   3   0.150571E+01
  23   2   3   3   0.126450E+01
  24   2   3   3   0.105268E+01
  25   2   3   3   0.870678E+00
  26   2   3   3   0.716836E+00
  27   2   3   3   0.587758E+00
  28   2   3   3   0.478592E+00
  29   2   3   3   0.383287E+00
  30   2   3   3   0.294951E+00
  31   2   3   3   0.206401E+00
  32   2   3   3   0.116927E+00
  33   2   3   3   0.247369E-01
  34   2   3   3  -0.202418E+01
  35   2   3   3  -0.667386E+01
  36   2   3   3  -0.291022E+02
   1   3   3   3  -0.452877E+06
   2   3   3   3  -0.506816E+06
   3   3   3   3  -0.537902E+06
   4   3   3   3  -0.569978E+06
   5   3   3   3  -0.581621E+06
   6   3   3   3  -0.615830E+06
   7   3   3   3  -0.632803E+06
   8   3   3   3  -0.637539E+06
   9   3   3   3  -0.626654E+06
  10   3   3   3  -0.575438E+06
  11   3   3   3  -0.521813E+06
  12   3   3   3  -0.465668E+06
  13   3   3   3  -0.444131E+06
  14   3   3   3  -0.408195E+06
  15   3   3   3  -0.367291E+06
  16   3   3   3  -0.340734E+06
  17   3   3   3  -0.275875E+06
  18   3   3   3  -0.253100E+06
  19   3   3   3  -0.216730E+06
  20   3   3   3  -0.176140E+06
  21   3   3   3  -0.131184E+06
  22   3   3   3  -0.872731E+05
  23   3   3   3  -0.499454E+05
  24   3   3   3  -0.165730E+05
  25   3   3   3   0.585023E+04
  26   3   3   3   0.201723E+05
  27   3   3   3   0.296262E+05
  28   3   3   3   0.383282E+05
  29   3   3   3   0.478857E+05
  30   3   3   3   0.594340E+05
  31   3   3   3   0.711274E+05
  32   3   3   3   0.858775E+05
  33   3   3   3   0.104023E+06
  34   3   3   3   0.126405E+06
  35   3   3   3   0.177596E+06
  36   3   3   3   0.187203E+06
   1   1   4   3   0.000000E+00
